fromNode	toNode	weight	direction	fromAltName	toAltName
MMT00000887	MMT00020598	0.0321429631437378	undirected	Gne	2810051F02Rik
MMT00000887	MMT00021004	0.0223041481970323	undirected	Gne	Xbp1
MMT00000887	MMT00021275	0.0298616773580363	undirected	Gne	Sorbs1
MMT00000887	MMT00021805	0.0271547449089696	undirected	Gne	Igfbp7
MMT00000887	MMT00022098	0.0263316145206746	undirected	Gne	Bcl6b
MMT00000887	MMT00022230	0.0273369686320094	undirected	Gne	Prss21
MMT00000887	MMT00022657	0.0448964536720085	undirected	Gne	C8b
MMT00000887	MMT00022932	0.0343286399485213	undirected	Gne	BC025446
MMT00000887	MMT00024107	0.0252473298083968	undirected	Gne	5730485H21Rik
MMT00000887	MMT00024150	0.0344259328337061	undirected	Gne	Clstn3
MMT00000887	MMT00024851	0.0290122830800963	undirected	Gne	Pdgfrb
MMT00000887	MMT00025256	0.0254034208921935	undirected	Gne	Gmpr
MMT00000887	MMT00025527	0.0365729195604338	undirected	Gne	Vtn
MMT00000887	MMT00025842	0.0224598715990859	undirected	Gne	Socs3
MMT00000887	MMT00025886	0.0229335156556687	undirected	Gne	Tgm1
MMT00000887	MMT00026028	0.0384586233250946	undirected	Gne	AI324046
MMT00000887	MMT00026611	0.0294982143949533	undirected	Gne	Col1a2
MMT00000887	MMT00027378	0.0474096773410134	undirected	Gne	Itih3
MMT00000887	MMT00027530	0.0210346002142316	undirected	Gne	5430432M24Rik
MMT00000887	MMT00027663	0.0264850751500115	undirected	Gne	Slc3a1
MMT00000887	MMT00027667	0.0307408721953752	undirected	Gne	Hspa5bp1
MMT00000887	MMT00027763	0.0380555011784978	undirected	Gne	Slc38a2
MMT00000887	MMT00028002	0.02899572290879	undirected	Gne	Pparg
MMT00000887	MMT00028633	0.0383009174819621	undirected	Gne	Frzb
MMT00000887	MMT00028861	0.0531440258206652	undirected	Gne	Mest
MMT00000887	MMT00029192	0.0300146286165246	undirected	Gne	Lamb3
MMT00000887	MMT00029369	0.0214402500783172	undirected	Gne	Cxcl5
MMT00000887	MMT00030150	0.0227482500740395	undirected	Gne	Gpx7
MMT00000887	MMT00030465	0.0219804270191564	undirected	Gne	Arhgap24
MMT00000887	MMT00030800	0.0229093198199542	undirected	Gne	Ramp2
MMT00000887	MMT00030931	0.0208983662376767	undirected	Gne	Apom
MMT00000887	MMT00031029	0.0250490835666791	undirected	Gne	AU041783
MMT00000887	MMT00031086	0.0279975929930344	undirected	Gne	Krt1-23
MMT00000887	MMT00031229	0.0304868772270535	undirected	Gne	Avpr1a
MMT00000887	MMT00031263	0.0533496956671312	undirected	Gne	Tuba1
MMT00000887	MMT00031585	0.025237926314087	undirected	Gne	Dsip1
MMT00000887	MMT00031586	0.0260772209774204	undirected	Gne	Ces2
MMT00000887	MMT00031617	0.024052638108846	undirected	Gne	Tnc
MMT00000887	MMT00031650	0.0335360057721531	undirected	Gne	Eml1
MMT00000887	MMT00031751	0.0279788583627071	undirected	Gne	Rasip1
MMT00000887	MMT00032175	0.02647791964611	undirected	Gne	Fa2h
MMT00000887	MMT00032545	0.033000283022847	undirected	Gne	Tm4sf6
MMT00000887	MMT00033171	0.036205155223405	undirected	Gne	Serpina11
MMT00000887	MMT00033222	0.0416315046992512	undirected	Gne	NA
MMT00000887	MMT00034286	0.0464773141824003	undirected	Gne	D6Ertd245e
MMT00000887	MMT00034467	0.028712966276119	undirected	Gne	E130307J04Rik
MMT00000887	MMT00034709	0.0377575159094087	undirected	Gne	BC011468
MMT00000887	MMT00035158	0.0227752446827888	undirected	Gne	5730469M10Rik
MMT00000887	MMT00036340	0.0232377710586169	undirected	Gne	D10Ucla2
MMT00000887	MMT00036954	0.0233985595825128	undirected	Gne	Sept4
MMT00000887	MMT00038270	0.0219182312040675	undirected	Gne	Serpina10
MMT00000887	MMT00038915	0.0372893471027107	undirected	Gne	NA
MMT00000887	MMT00039459	0.0332709230611441	undirected	Gne	Fsp27
MMT00000887	MMT00039764	0.021718311747256	undirected	Gne	Timp3
MMT00000887	MMT00039882	0.027460975127815	undirected	Gne	F11
MMT00000887	MMT00040888	0.0245030807140006	undirected	Gne	Postn
MMT00000887	MMT00040982	0.0281846798249255	undirected	Gne	D19Wsu12e
MMT00000887	MMT00041355	0.030353930055813	undirected	Gne	Plk2
MMT00000887	MMT00041665	0.0219594621993757	undirected	Gne	Upp1
MMT00000887	MMT00042929	0.0204835484675981	undirected	Gne	Lbp
MMT00000887	MMT00042972	0.0242585126738889	undirected	Gne	Aox1
MMT00000887	MMT00043537	0.0313600492117606	undirected	Gne	Col6a3
MMT00000887	MMT00043964	0.0436339944323519	undirected	Gne	Lxn
MMT00000887	MMT00044996	0.0295432276267519	undirected	Gne	Pex11a
MMT00000887	MMT00045252	0.0217843201003106	undirected	Gne	Stat3
MMT00000887	MMT00048535	0.0247564828510775	undirected	Gne	Il13ra1
MMT00000887	MMT00049092	0.026147948141251	undirected	Gne	Ccbl1
MMT00000887	MMT00049383	0.0219243330660856	undirected	Gne	Kcne3
MMT00000887	MMT00049553	0.0245880468510222	undirected	Gne	Bok
MMT00000887	MMT00049556	0.0306739956922478	undirected	Gne	Matn2
MMT00000887	MMT00050086	0.0430914694516442	undirected	Gne	Gfra1
MMT00000887	MMT00050363	0.0295457191452803	undirected	Gne	Map4k4
MMT00000887	MMT00050552	0.0229397964691485	undirected	Gne	NA
MMT00000887	MMT00050576	0.0355739397481818	undirected	Gne	4631416L12Rik
MMT00000887	MMT00051292	0.0373597888500957	undirected	Gne	Egfr
MMT00000887	MMT00052695	0.0283663340497803	undirected	Gne	Proz
MMT00000887	MMT00053218	0.0446897021937762	undirected	Gne	Armcx2
MMT00000887	MMT00053489	0.0264853411862078	undirected	Gne	Nnmt
MMT00000887	MMT00054735	0.0239006385988077	undirected	Gne	BC038881
MMT00000887	MMT00055005	0.060170637980458	undirected	Gne	Slc22a7
MMT00000887	MMT00055132	0.0242209726623906	undirected	Gne	1110039C07Rik
MMT00000887	MMT00055391	0.0292188970644614	undirected	Gne	Serpina3n
MMT00000887	MMT00055441	0.0392675963064954	undirected	Gne	Tax1bp3
MMT00000887	MMT00056362	0.0352192212664326	undirected	Gne	AA960558
MMT00000887	MMT00056584	0.0326306363779544	undirected	Gne	Trfr2
MMT00000887	MMT00056798	0.0482891351498584	undirected	Gne	2310016C16Rik
MMT00000887	MMT00057508	0.024370546827304	undirected	Gne	Dok4
MMT00000887	MMT00058021	0.0316633141326264	undirected	Gne	Dnaic1
MMT00000887	MMT00058158	0.0249567213847747	undirected	Gne	Tp53i11
MMT00000887	MMT00059202	0.0213122298334972	undirected	Gne	Rcn
MMT00000887	MMT00059258	0.0386694242440926	undirected	Gne	Fscn1
MMT00000887	MMT00060094	0.0219579104857756	undirected	Gne	Large
MMT00000887	MMT00060423	0.020268582779731	undirected	Gne	Plxnd1
MMT00000887	MMT00060443	0.0235398972297602	undirected	Gne	Pdgfa
MMT00000887	MMT00060559	0.0358052955958491	undirected	Gne	Fgb
MMT00000887	MMT00060760	0.0231588686194941	undirected	Gne	Chst7
MMT00000887	MMT00061203	0.030436538822365	undirected	Gne	9330129D05Rik
MMT00000887	MMT00061256	0.0206193894943989	undirected	Gne	1110032E23Rik
MMT00000887	MMT00061313	0.0393190464384579	undirected	Gne	Slc43a1
MMT00000887	MMT00061484	0.0267734684193934	undirected	Gne	Dll4
MMT00000887	MMT00061509	0.0249830598202757	undirected	Gne	Fabp4
MMT00000887	MMT00061739	0.0248710134985129	undirected	Gne	Ppm1f
MMT00000887	MMT00061815	0.0370833560349344	undirected	Gne	Arhgap18
MMT00000887	MMT00061857	0.0207194024165218	undirected	Gne	Lama2
MMT00000887	MMT00061884	0.0239249843168841	undirected	Gne	Rragd
MMT00000887	MMT00061998	0.0237548066660768	undirected	Gne	Cpb2
MMT00000887	MMT00062460	0.0286472280090609	undirected	Gne	Ntf3
MMT00000887	MMT00062787	0.0337821648746009	undirected	Gne	Rnase4
MMT00000887	MMT00062990	0.0285163085327879	undirected	Gne	Hc
MMT00000887	MMT00063359	0.0259539772669266	undirected	Gne	1110028A07Rik
MMT00000887	MMT00064235	0.0389595478985349	undirected	Gne	Ang1
MMT00000887	MMT00064433	0.0331941829993914	undirected	Gne	Rcn3
MMT00000887	MMT00064617	0.0387432853230139	undirected	Gne	Vim
MMT00000887	MMT00065115	0.0364618198075476	undirected	Gne	Fbn1
MMT00000887	MMT00065159	0.0466806706528059	undirected	Gne	Kng2
MMT00000887	MMT00065770	0.0295000686768635	undirected	Gne	NA
MMT00000887	MMT00067008	0.0204937609917007	undirected	Gne	Prdc
MMT00000887	MMT00067079	0.0410485271371964	undirected	Gne	Fetub
MMT00000887	MMT00067105	0.0220265410341772	undirected	Gne	Stk39
MMT00000887	MMT00067156	0.0291736866132281	undirected	Gne	Emcn
MMT00000887	MMT00067261	0.029668931524845	undirected	Gne	Serpinf2
MMT00000887	MMT00067525	0.0502848953039987	undirected	Gne	Ddah2
MMT00000887	MMT00067823	0.0570674363239661	undirected	Gne	Anxa2
MMT00000887	MMT00068494	0.0301631632064272	undirected	Gne	Entpd5
MMT00000887	MMT00068861	0.0434430480792726	undirected	Gne	Cd63
MMT00000887	MMT00069884	0.0217056925788481	undirected	Gne	NA
MMT00000887	MMT00070201	0.0244779842569955	undirected	Gne	Icam2
MMT00000887	MMT00070342	0.0269685769228479	undirected	Gne	NA
MMT00000887	MMT00070429	0.0230678311986809	undirected	Gne	Bace2
MMT00000887	MMT00070677	0.0324016139434305	undirected	Gne	Il1r1
MMT00000887	MMT00071242	0.040873537466359	undirected	Gne	2610001E17Rik
MMT00000887	MMT00071411	0.0385116832914595	undirected	Gne	Slc30a2
MMT00000887	MMT00071772	0.0241683399401602	undirected	Gne	AI428936
MMT00000887	MMT00071856	0.0322476117560763	undirected	Gne	Col4a2
MMT00000887	MMT00071976	0.0209907074484088	undirected	Gne	AI173486
MMT00000887	MMT00072042	0.0326146953292859	undirected	Gne	Col14a1
MMT00000887	MMT00072057	0.0266354432411368	undirected	Gne	Col4a1
MMT00000887	MMT00072237	0.0261364586487853	undirected	Gne	Wisp1
MMT00000887	MMT00072411	0.028030847335383	undirected	Gne	Drctnnb1a
MMT00000887	MMT00073157	0.0276316649903303	undirected	Gne	1700021K02Rik
MMT00000887	MMT00073211	0.029591485031315	undirected	Gne	5730528L13Rik
MMT00000887	MMT00073365	0.0318487596546737	undirected	Gne	Itih4
MMT00000887	MMT00073735	0.0228546601765733	undirected	Gne	Slc37a1
MMT00000887	MMT00073829	0.0209244875077605	undirected	Gne	Fmnl2
MMT00000887	MMT00074488	0.0548316136309887	undirected	Gne	Epb4.1l2
MMT00000887	MMT00074523	0.0244529350278002	undirected	Gne	Pdlim2
MMT00000887	MMT00074580	0.0203464122937633	undirected	Gne	Mbl1
MMT00000887	MMT00074990	0.0291073172429837	undirected	Gne	Hey1
MMT00000887	MMT00075171	0.0253331124535756	undirected	Gne	2810004A10Rik
MMT00000887	MMT00075402	0.0312202392756213	undirected	Gne	Thbs2
MMT00000887	MMT00076371	0.0259679326468736	undirected	Gne	Tulp3
MMT00000887	MMT00076382	0.0268383095280882	undirected	Gne	Bucs1
MMT00000887	MMT00076602	0.0258030531276983	undirected	Gne	Col5a1
MMT00000887	MMT00076864	0.0280822380001758	undirected	Gne	Hoxb2
MMT00000887	MMT00077244	0.0233183699196596	undirected	Gne	mKIAA1236
MMT00000887	MMT00077345	0.0283710915648462	undirected	Gne	Maged2
MMT00000887	MMT00078015	0.0424645139231916	undirected	Gne	Col1a1
MMT00000887	MMT00078258	0.047778014575921	undirected	Gne	Serpina3c
MMT00000887	MMT00078486	0.0261980194699346	undirected	Gne	Crat
MMT00000887	MMT00078698	0.0226320417203519	undirected	Gne	Kcnj8
MMT00000887	MMT00078816	0.0203762203322759	undirected	Gne	Olfml3
MMT00000887	MMT00078851	0.0547676929701462	undirected	Gne	F7
MMT00000887	MMT00078976	0.0407122352655753	undirected	Gne	Cd36
MMT00000887	MMT00079074	0.0207907786667141	undirected	Gne	D330012D11Rik
MMT00000887	MMT00079144	0.0246450531629638	undirected	Gne	Pde6h
MMT00000887	MMT00079156	0.0203153881738002	undirected	Gne	Ms4a4d
MMT00000887	MMT00079213	0.0219701321830136	undirected	Gne	Mlp
MMT00000887	MMT00079723	0.0244162545619696	undirected	Gne	Fkhl18
MMT00000887	MMT00079874	0.021151382221278	undirected	Gne	Tjp2
MMT00000887	MMT00081331	0.0409234235479212	undirected	Gne	Itih1
MMT00000887	MMT00081375	0.0233254422276879	undirected	Gne	Fhl2
MMT00000887	MMT00081975	0.0266425461187224	undirected	Gne	B4galt2
MMT00000887	MMT00082041	0.0267799373503206	undirected	Gne	Dnajc12
MMT00000887	MMT00082712	0.0328110594551782	undirected	Gne	Lrat
MMT00001077	MMT00002102	0.0205329499753522	undirected	Ngfrap1	Ltbp1
MMT00001077	MMT00002824	0.0439466728493785	undirected	Ngfrap1	Efemp2
MMT00001077	MMT00003081	0.0207838202386875	undirected	Ngfrap1	2310046G15Rik
MMT00001077	MMT00003994	0.0266716821656804	undirected	Ngfrap1	Sparc
MMT00001077	MMT00004034	0.0234923042441142	undirected	Ngfrap1	NA
MMT00001077	MMT00006315	0.0234101285483979	undirected	Ngfrap1	5031439A09Rik
MMT00001077	MMT00006713	0.046884041593139	undirected	Ngfrap1	Ppic
MMT00001077	MMT00006859	0.0277003173141325	undirected	Ngfrap1	3222401M22Rik
MMT00001077	MMT00007859	0.0224349195455935	undirected	Ngfrap1	Npdc1
MMT00001077	MMT00007995	0.0204970939109071	undirected	Ngfrap1	Sh3bp4
MMT00001077	MMT00010542	0.0604653869596099	undirected	Ngfrap1	Col16a1
MMT00001077	MMT00010602	0.0390812119220555	undirected	Ngfrap1	Pea15
MMT00001077	MMT00010873	0.0698016962850939	undirected	Ngfrap1	Atp8b2
MMT00001077	MMT00011268	0.0277597041120897	undirected	Ngfrap1	Tnfsf13b
MMT00001077	MMT00012203	0.0221330999134801	undirected	Ngfrap1	4632428N05Rik
MMT00001077	MMT00012511	0.0284526092007538	undirected	Ngfrap1	Cpxm1
MMT00001077	MMT00013704	0.0346680750763317	undirected	Ngfrap1	Numbl
MMT00001077	MMT00014730	0.0320187482302198	undirected	Ngfrap1	Pam
MMT00001077	MMT00015334	0.0394280156309656	undirected	Ngfrap1	Loxl1
MMT00001077	MMT00017718	0.0238624491264494	undirected	Ngfrap1	Lgi2
MMT00001077	MMT00018085	0.0340597705634619	undirected	Ngfrap1	C1qr1
MMT00001077	MMT00018797	0.0307769536999619	undirected	Ngfrap1	Ccdc3
MMT00001077	MMT00019063	0.0711344325662373	undirected	Ngfrap1	Pcolce
MMT00001077	MMT00019405	0.0390218927505919	undirected	Ngfrap1	Adamts2
MMT00001077	MMT00020770	0.0207447857017485	undirected	Ngfrap1	Adam8
MMT00001077	MMT00021805	0.0244101087958484	undirected	Ngfrap1	Igfbp7
MMT00001077	MMT00024107	0.0204953241141501	undirected	Ngfrap1	5730485H21Rik
MMT00001077	MMT00024851	0.0619660212038889	undirected	Ngfrap1	Pdgfrb
MMT00001077	MMT00025256	0.0235708391518724	undirected	Ngfrap1	Gmpr
MMT00001077	MMT00026611	0.0311511608532949	undirected	Ngfrap1	Col1a2
MMT00001077	MMT00027667	0.0443245035650799	undirected	Ngfrap1	Hspa5bp1
MMT00001077	MMT00028633	0.0422917682320319	undirected	Ngfrap1	Frzb
MMT00001077	MMT00028861	0.0240926930653987	undirected	Ngfrap1	Mest
MMT00001077	MMT00030176	0.0243419927784597	undirected	Ngfrap1	1200013A08Rik
MMT00001077	MMT00030229	0.0345777655592783	undirected	Ngfrap1	Plvap
MMT00001077	MMT00031263	0.0549131230580002	undirected	Ngfrap1	Tuba1
MMT00001077	MMT00031650	0.0239561596749811	undirected	Ngfrap1	Eml1
MMT00001077	MMT00031751	0.0285499669643086	undirected	Ngfrap1	Rasip1
MMT00001077	MMT00032680	0.0228441027877465	undirected	Ngfrap1	Tgfb3
MMT00001077	MMT00034792	0.0371602589052278	undirected	Ngfrap1	Cygb
MMT00001077	MMT00036739	0.0313715661865125	undirected	Ngfrap1	D6Ertd32e
MMT00001077	MMT00036954	0.0317882354812669	undirected	Ngfrap1	Sept4
MMT00001077	MMT00037447	0.0224393496206619	undirected	Ngfrap1	Trem2
MMT00001077	MMT00038915	0.0625568332906634	undirected	Ngfrap1	NA
MMT00001077	MMT00041166	0.0200961878694139	undirected	Ngfrap1	Heph
MMT00001077	MMT00043537	0.0592175311901946	undirected	Ngfrap1	Col6a3
MMT00001077	MMT00043964	0.0427667628551863	undirected	Ngfrap1	Lxn
MMT00001077	MMT00045344	0.0236163254298935	undirected	Ngfrap1	BC025600
MMT00001077	MMT00046836	0.0214383056795935	undirected	Ngfrap1	Phlda3
MMT00001077	MMT00049111	0.025439398615888	undirected	Ngfrap1	2600006K01Rik
MMT00001077	MMT00049221	0.0425243304783354	undirected	Ngfrap1	Hic1
MMT00001077	MMT00049556	0.0240039797597517	undirected	Ngfrap1	Matn2
MMT00001077	MMT00051177	0.0206955116382039	undirected	Ngfrap1	1600015H20Rik
MMT00001077	MMT00052658	0.0373056238490283	undirected	Ngfrap1	D330037A14Rik
MMT00001077	MMT00053210	0.0246399188222918	undirected	Ngfrap1	Polydom
MMT00001077	MMT00053218	0.0276707264710101	undirected	Ngfrap1	Armcx2
MMT00001077	MMT00055005	0.0242655708642708	undirected	Ngfrap1	Slc22a7
MMT00001077	MMT00055132	0.0394314414122904	undirected	Ngfrap1	1110039C07Rik
MMT00001077	MMT00055441	0.0326971454753014	undirected	Ngfrap1	Tax1bp3
MMT00001077	MMT00056798	0.0461362308217914	undirected	Ngfrap1	2310016C16Rik
MMT00001077	MMT00058158	0.0259111811797296	undirected	Ngfrap1	Tp53i11
MMT00001077	MMT00059258	0.0526589561557806	undirected	Ngfrap1	Fscn1
MMT00001077	MMT00060952	0.0283851562605909	undirected	Ngfrap1	Rhbdf1
MMT00001077	MMT00061857	0.0264738824453979	undirected	Ngfrap1	Lama2
MMT00001077	MMT00062787	0.0207393498907412	undirected	Ngfrap1	Rnase4
MMT00001077	MMT00064433	0.059268628411516	undirected	Ngfrap1	Rcn3
MMT00001077	MMT00064617	0.053085618752608	undirected	Ngfrap1	Vim
MMT00001077	MMT00064851	0.0421750908912565	undirected	Ngfrap1	1200009O22Rik
MMT00001077	MMT00065115	0.0630220770639288	undirected	Ngfrap1	Fbn1
MMT00001077	MMT00067525	0.0402931386799003	undirected	Ngfrap1	Ddah2
MMT00001077	MMT00067823	0.0284441024732046	undirected	Ngfrap1	Anxa2
MMT00001077	MMT00068861	0.0522740774768739	undirected	Ngfrap1	Cd63
MMT00001077	MMT00069165	0.0206500078459887	undirected	Ngfrap1	Fbln5
MMT00001077	MMT00070750	0.0216890135251764	undirected	Ngfrap1	0610039P13Rik
MMT00001077	MMT00071242	0.0305788838984615	undirected	Ngfrap1	2610001E17Rik
MMT00001077	MMT00071856	0.0517642477073362	undirected	Ngfrap1	Col4a2
MMT00001077	MMT00072057	0.021629822348723	undirected	Ngfrap1	Col4a1
MMT00001077	MMT00072237	0.0238117927369637	undirected	Ngfrap1	Wisp1
MMT00001077	MMT00073211	0.0409037415862448	undirected	Ngfrap1	5730528L13Rik
MMT00001077	MMT00073308	0.0218522682964705	undirected	Ngfrap1	Plat
MMT00001077	MMT00074488	0.0405089137682448	undirected	Ngfrap1	Epb4.1l2
MMT00001077	MMT00074990	0.0355719349277498	undirected	Ngfrap1	Hey1
MMT00001077	MMT00075402	0.0493274883335189	undirected	Ngfrap1	Thbs2
MMT00001077	MMT00076371	0.0496323175802426	undirected	Ngfrap1	Tulp3
MMT00001077	MMT00076602	0.0451325299422639	undirected	Ngfrap1	Col5a1
MMT00001077	MMT00076864	0.0329493902395541	undirected	Ngfrap1	Hoxb2
MMT00001077	MMT00078015	0.0730737148324348	undirected	Ngfrap1	Col1a1
MMT00001077	MMT00078258	0.026552538515526	undirected	Ngfrap1	Serpina3c
MMT00001077	MMT00078723	0.0342247362619653	undirected	Ngfrap1	Mmp2
MMT00001077	MMT00078816	0.0518578746082316	undirected	Ngfrap1	Olfml3
MMT00001077	MMT00079213	0.021552481876378	undirected	Ngfrap1	Mlp
MMT00001077	MMT00079316	0.0238350220257345	undirected	Ngfrap1	Fmnl3
MMT00001077	MMT00079723	0.0345448190265947	undirected	Ngfrap1	Fkhl18
MMT00001077	MMT00081019	0.0295236496518133	undirected	Ngfrap1	Ltbp3
MMT00001077	MMT00081375	0.0281017391392958	undirected	Ngfrap1	Fhl2
MMT00001077	MMT00081571	0.0439529843813163	undirected	Ngfrap1	Nptxr
MMT00001077	MMT00081975	0.0383647869233821	undirected	Ngfrap1	B4galt2
MMT00001185	MMT00002002	0.0288072688007474	undirected	Nrarp	Unc5b
MMT00001185	MMT00002209	0.0327561691391671	undirected	Nrarp	Tusc3
MMT00001185	MMT00002575	0.0276247547557424	undirected	Nrarp	NA
MMT00001185	MMT00002758	0.0319401981272936	undirected	Nrarp	Prg4
MMT00001185	MMT00003081	0.0665241831113028	undirected	Nrarp	2310046G15Rik
MMT00001185	MMT00003586	0.071997934799443	undirected	Nrarp	1200003C23Rik
MMT00001185	MMT00003596	0.0286736010971404	undirected	Nrarp	Art4
MMT00001185	MMT00003982	0.0560907779269728	undirected	Nrarp	A830073O21Rik
MMT00001185	MMT00003994	0.0600187952080043	undirected	Nrarp	Sparc
MMT00001185	MMT00004034	0.024870137389426	undirected	Nrarp	NA
MMT00001185	MMT00004170	0.0383189316785437	undirected	Nrarp	Naalad2
MMT00001185	MMT00004283	0.0220975876243699	undirected	Nrarp	A530057A03Rik
MMT00001185	MMT00004397	0.04561894044752	undirected	Nrarp	NA
MMT00001185	MMT00004428	0.0282124219925608	undirected	Nrarp	Timp1
MMT00001185	MMT00004844	0.0832682054965206	undirected	Nrarp	Eltd1
MMT00001185	MMT00006001	0.0326364365159595	undirected	Nrarp	Mogat1
MMT00001185	MMT00006077	0.0270359398837799	undirected	Nrarp	Osbpl5
MMT00001185	MMT00006097	0.070829053227321	undirected	Nrarp	Jam2
MMT00001185	MMT00006230	0.0243856819687537	undirected	Nrarp	Npn3
MMT00001185	MMT00006315	0.0785659860369883	undirected	Nrarp	5031439A09Rik
MMT00001185	MMT00006378	0.0350970974409209	undirected	Nrarp	Bmp5
MMT00001185	MMT00006545	0.0314662029843532	undirected	Nrarp	D4st1
MMT00001185	MMT00006709	0.0706635947465882	undirected	Nrarp	Zfp521
MMT00001185	MMT00006713	0.12711951975618	undirected	Nrarp	Ppic
MMT00001185	MMT00006822	0.0402757144000795	undirected	Nrarp	Tagln
MMT00001185	MMT00006859	0.0473810190557039	undirected	Nrarp	3222401M22Rik
MMT00001185	MMT00007042	0.0539132445478067	undirected	Nrarp	Aard
MMT00001185	MMT00007205	0.0422171907284837	undirected	Nrarp	BC029214
MMT00001185	MMT00007277	0.0793245503753283	undirected	Nrarp	2600017H02Rik
MMT00001185	MMT00007603	0.0228012844600213	undirected	Nrarp	Arsa
MMT00001185	MMT00007709	0.0293425489057052	undirected	Nrarp	Ehd2
MMT00001185	MMT00007836	0.0209389764566673	undirected	Nrarp	NA
MMT00001185	MMT00007859	0.031652519043989	undirected	Nrarp	Npdc1
MMT00001185	MMT00008094	0.0588974164726649	undirected	Nrarp	Rtn1
MMT00001185	MMT00008463	0.0574477251891978	undirected	Nrarp	Pdir
MMT00001185	MMT00008968	0.0505181093999473	undirected	Nrarp	Ggta1
MMT00001185	MMT00008970	0.0980643769524583	undirected	Nrarp	NA
MMT00001185	MMT00009690	0.0882931356600898	undirected	Nrarp	NA
MMT00001185	MMT00009857	0.0588617199447112	undirected	Nrarp	Fbln2
MMT00001185	MMT00009951	0.0618474361210293	undirected	Nrarp	Sgce
MMT00001185	MMT00010412	0.0438348011203067	undirected	Nrarp	Serpina1d
MMT00001185	MMT00010602	0.0227850191633058	undirected	Nrarp	Pea15
MMT00001185	MMT00010873	0.0732702451887838	undirected	Nrarp	Atp8b2
