"","target_id","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"79","AT5G21170",2,10.0220209680079,1.5616264809942e-13,3.70738033557548e-11
"80","AT5G61820",3,12.2469037222512,1.80435375334734e-13,4.23008183050367e-11
"81","AT1G35720",1,8.04963068004719,2.26298927399701e-13,5.23979800417457e-11
"82","AT5G15500",2,8.51948334179482,2.55044430001573e-13,5.83336376180426e-11
"83","AT2G44130",1,4.56649501118384,3.03928766305328e-13,6.86769158079088e-11
"84","AT1G70700",3,17.6228662864517,3.0792499934386e-13,6.87515876511201e-11
"85","AT1G77450",2,9.28179646523831,3.27852131329576e-13,7.23396085068965e-11
"86","AT4G16780",3,9.94466402097964,3.43536331896921e-13,7.49188826131018e-11
"87","AT2G15970",2,13.8169111092789,3.61478909366762e-13,7.79257120134898e-11
"88","AT2G25625",2,8.84634058252145,3.65818713070744e-13,7.79651132232023e-11
"89","AT2G18700",3,13.5651100745855,3.80562070613163e-13,7.89210880529574e-11
"90","AT2G28630",2,11.5261386784232,3.82928233154845e-13,7.89210880529574e-11
"91","AT5G44420",1,5.32230740212208,3.78392366288431e-13,7.89210880529574e-11
"92","AT2G04350",2,11.6841941890185,4.0380185506955e-13,8.23185194764067e-11
"93","AT4G38470",5,16.7761501412823,4.35152151153886e-13,8.77556838160337e-11
"94","AT1G01470",1,7.35059430914306,4.57313346768449e-13,9.12437427515133e-11
"95","AT2G34810",1,6.34509424789887,5.7527381121219e-13,1.12543560758757e-10
"96","AT4G27450",1,6.79194768207067,5.76069412574818e-13,1.12543560758757e-10
"97","AT2G41190",3,10.1722724780861,5.94560121559779e-13,1.14958505977873e-10
"98","AT4G01330",4,16.0510007715821,6.62648727677655e-13,1.26816090689739e-10
"99","AT2G06850",2,8.90506315016877,6.89137578597266e-13,1.30553285723149e-10
"100","AT3G26510",5,19.450563046789,7.73774923713215e-13,1.42275967590602e-10
"101","AT4G02520",2,13.4210734847159,7.68093225088255e-13,1.42275967590602e-10
"102","AT4G36670",1,5.89300941488419,7.68365955395636e-13,1.42275967590602e-10
"103","AT3G03470",1,7.10284324960051,9.16792912026643e-13,1.66936418107376e-10
"104","AT1G73260",1,4.70285833225027,9.45790713114006e-13,1.7056062331205e-10
"105","AT5G13930",1,6.19129020082059,9.9553362653668e-13,1.77821268244718e-10
"106","AT1G68840",2,11.2188761650306,1.18879351628374e-12,2.10337947150015e-10
"107","AT4G23630",2,10.6186367508637,1.28262910889621e-12,2.24819709694844e-10
"108","AT3G01500",5,30.2908366662031,1.33399773423485e-12,2.31658588014579e-10
"109","AT2G26560",2,8.72348317334769,1.40858950391868e-12,2.42367854550412e-10
"110","AT3G07650",2,11.9650134909209,1.55672505664102e-12,2.65421622157295e-10
"111","AT2G17840",2,11.8218037254934,1.67927384338599e-12,2.79393960056977e-10
"112","AT4G18205",1,6.1335051633409,1.68336536851178e-12,2.79393960056977e-10
"113","AT5G53120",3,9.42803506503785,1.67843629252782e-12,2.79393960056977e-10
"114","AT1G56600",3,10.9329837313506,1.70224576748509e-12,2.8004929271213e-10
"115","AT2G27050",2,10.9947339195435,1.7202594449398e-12,2.80551877303008e-10
"116","AT3G26200",1,4.90571545415569,1.7698056795049e-12,2.86144013095814e-10
"117","AT4G37990",2,7.68158881285519,1.81788370719259e-12,2.91405204516214e-10
"118","AT5G25610",2,14.26048461184,1.86251410564225e-12,2.96029254672206e-10
"119","AT1G19570",1,8.21682880365382,2.0567675577438e-12,3.24156937357016e-10
"120","AT2G25450",2,11.8393519565012,2.10105689858784e-12,3.28377684441792e-10
"121","AT4G25100",4,15.0438830268442,2.14355610114822e-12,3.32251195677974e-10
"122","AT2G24850",2,10.9231560423508,2.27408367847497e-12,3.49593765490148e-10
"123","AT2G38470",1,6.92845187096703,2.49804307613035e-12,3.80900795876623e-10
"124","AT5G39520",1,4.66436584832141,2.66404167719982e-12,4.02936303676473e-10
"125","AT1G58270",1,6.02516122970961,2.68935797101255e-12,4.03511269970724e-10
"126","AT1G51140",1,6.1737077992831,2.75536175658762e-12,4.06904013738589e-10
"127","AT5G57050",3,9.90395469756929,2.75051796971202e-12,4.06904013738589e-10
"128","AT3G61060",3,10.7474454842392,2.81465853413543e-12,4.12413443810234e-10
"129","AT1G03870",1,5.57524130462786,2.89970303215696e-12,4.21580855566696e-10
"130","AT3G16470",2,9.023881797364,2.97592679225037e-12,4.29334669143506e-10
"131","AT3G28270",2,8.29200835402902,3.3420990555948e-12,4.78481433493745e-10
"132","AT5G18170",1,7.41930971111744,3.41587016587058e-12,4.85338219400779e-10
"133","AT1G23870",1,6.31198157587083,3.82158653382012e-12,5.38901168735311e-10
"134","AT1G78070",9,29.1322087090446,4.01603702160676e-12,5.62095330897274e-10
"135","AT3G50970",1,4.82373172822004,4.23773324757627e-12,5.88731015246615e-10
"136","AT2G47770",1,4.68782157477126,4.2723642411647e-12,5.89177877522382e-10
"137","AT1G17420",1,6.56526632175122,4.4659731138028e-12,6.11381939776434e-10
"138","AT2G23600",4,16.4326799288581,4.73497820626952e-12,6.29819264245283e-10
"139","AT3G45860",6,21.7298561333729,4.70438206268174e-12,6.29819264245283e-10
"140","AT4G39730",1,6.52395059691036,4.67448087590127e-12,6.29819264245283e-10
"141","AT5G49740",6,29.9052572422842,4.69906835321472e-12,6.29819264245283e-10
"142","AT1G64660",1,6.17937426481332,4.98994361266599e-12,6.59059101799653e-10
"143","AT5G49730",4,17.7485130828156,5.28435805761809e-12,6.9306388371068e-10
"144","AT5G03350",1,6.36513570544478,5.45601423811288e-12,7.10607965526438e-10
"145","AT2G23120",1,7.12253220947259,5.74733873587625e-12,7.43388537871442e-10
"146","AT5G63190",3,16.368589606327,5.88627637303625e-12,7.56144612166403e-10
"147","AT1G72930",2,11.5278600740939,6.0544042217559e-12,7.67984468656981e-10
"148","AT3G01480",4,17.7397680216696,6.06034131491513e-12,7.67984468656981e-10
"149","AT2G14610",1,6.59785213915608,6.2531428125482e-12,7.85054444869477e-10
"150","AT2G20870",1,3.68412588312409,6.32061963078065e-12,7.85054444869477e-10
"151","AT3G44880",1,7.18124759404562,6.28248057528726e-12,7.85054444869477e-10
"152","AT1G76180",2,14.9480359375691,6.39414804125255e-12,7.88962148116392e-10
"153","AT3G55500",1,4.97883799588051,6.75429877237824e-12,8.27953421411463e-10
"154","AT1G05340",1,5.22609835482223,6.91178634317516e-12,8.41756836793832e-10
"155","AT5G44020",1,6.60415419553512,7.03112097319962e-12,8.50765637757154e-10
"156","AT5G54170",2,11.0401413736037,7.72076737727269e-12,9.28224308722752e-10
"157","AT2G24600",4,17.0691963988778,7.79214883061852e-12,9.30839180371021e-10
"158","AT4G24570",1,5.98235877646109,7.85546712725222e-12,9.32463835263388e-10
"159","AT5G42800",1,4.49565301440455,8.52820865735341e-12,1.00595316584065e-09
"160","AT1G22890",3,11.6045696940932,8.65695434578573e-12,1.01475736722007e-09
"161","AT3G06080",2,10.2505206082781,8.88545877954995e-12,1.03507316404012e-09
"162","AT3G04210",2,12.3764665197271,8.99273069395448e-12,1.03806560222686e-09
"163","AT3G45640",1,7.35216453930175,9.07623774686522e-12,1.03806560222686e-09
"164","AT4G26080",2,8.90143275241566,9.07719321595335e-12,1.03806560222686e-09
"165","AT4G12320",2,10.0326280665812,9.24067186801322e-12,1.04727313061952e-09
"166","AT5G24660",1,4.88417847071219,9.26938628007678e-12,1.04727313061952e-09
"167","AT1G07430",1,5.02378685868882,9.38363597717837e-12,1.05383289073042e-09
"168","AT3G47420",1,5.83788534704544,9.54994315537789e-12,1.06612609451853e-09
"169","AT3G46600",3,16.6643585461693,9.72339621325585e-12,1.07906684011606e-09
"170","AT3G61260",1,7.00673369341007,9.95149175337261e-12,1.09788369314414e-09
"171","AT5G41750",2,10.6509429567815,1.08924823058104e-11,1.19466962365775e-09
"172","AT4G39210",3,8.66873468019802,1.10159163251894e-11,1.20118320162167e-09
"173","AT1G07590",1,7.93499818059939,1.11560974275808e-11,1.20638662744499e-09
"174","AT3G22060",1,5.45586064247351,1.12566067610169e-11,1.20638662744499e-09
"175","AT5G57660",1,7.76327065472947,1.12376398372703e-11,1.20638662744499e-09
"176","AT3G01290",1,6.88402750072459,1.16744642492452e-11,1.2440600965602e-09
"177","AT1G68570",1,6.54093200174686,1.18223037867021e-11,1.2526966526531e-09
"178","AT4G29780",1,6.28618209493476,1.31100916839877e-11,1.37362999739212e-09
"179","AT5G22430",1,3.26534232246485,1.30717554795293e-11,1.37362999739212e-09
"180","AT3G57520",3,11.275112572155,1.41279220432841e-11,1.4720509884544e-09
"181","AT5G64260",1,6.83665720178466,1.43586629269896e-11,1.48782719997618e-09
"182","AT4G18440",2,11.6291790886848,1.46237153036471e-11,1.50696582703242e-09
"183","AT3G22231",1,7.83480184147737,1.47685243927097e-11,1.51357199445503e-09
"184","AT5G19120",1,7.07928177602192,1.51957803682032e-11,1.54889598263941e-09
"185","AT2G18300",3,13.2295455073911,1.57369268571662e-11,1.59538412543866e-09
"186","AT1G03610",3,11.5299568537156,1.62078652417171e-11,1.62555354336045e-09
"187","AT2G14560",1,7.40927526795807,1.61521981440923e-11,1.62555354336045e-09
"188","AT1G80130",2,8.6312160178636,1.7032276393762e-11,1.68126496718424e-09
"189","AT3G57530",2,10.1430993132814,1.70267798221877e-11,1.68126496718424e-09
"190","AT4G32480",2,7.43186628859431,1.68946962141339e-11,1.68126496718424e-09
"191","AT2G37770",1,4.94171791886803,1.721596901799e-11,1.69047854058237e-09
"192","AT2G41430",3,18.1450816490553,1.73058853528027e-11,1.69047854058237e-09
"193","AT5G20700",1,7.92818501145351,1.75788431470295e-11,1.70824457628258e-09
"194","AT1G14250",4,10.6306621858809,1.78374027813344e-11,1.7155922521227e-09
"195","AT5G05600",3,12.0696177155816,1.77534674987473e-11,1.7155922521227e-09
"196","AT3G58120",2,7.3399676195368,1.79403989124731e-11,1.71669480409915e-09
"197","AT5G56870",2,9.26329077503318,1.81078397137873e-11,1.72392149153341e-09
"198","AT4G16590",1,5.03136087637159,1.87128013339828e-11,1.76641470874712e-09
"199","AT5G24780",2,10.8648261586072,1.87425500954773e-11,1.76641470874712e-09
"200","AT2G16586",1,5.98016701485232,1.89632433169576e-11,1.7782781420477e-09
"201","AT1G13110",2,11.1848772961352,1.92176352718431e-11,1.7931679080767e-09
"202","AT4G02330",1,5.43072648517178,1.93448403115399e-11,1.79610138635114e-09
"203","AT1G07650",7,21.2251768553667,2.37533871779004e-11,2.15214867884793e-09
"204","AT1G62570",1,5.39892716589431,2.37382392531698e-11,2.15214867884793e-09
"205","AT3G02170",3,10.2269915728118,2.34004634881052e-11,2.15214867884793e-09
"206","AT4G21570",2,9.70920969339749,2.34806530825329e-11,2.15214867884793e-09
"207","AT5G44430",1,4.67432519177278,2.36063829448899e-11,2.15214867884793e-09
"208","AT5G40850",3,13.4689948601654,2.38712790176505e-11,2.15243191334633e-09
"209","AT3G49120",1,8.20768838373828,2.42557441893658e-11,2.17663388646677e-09
"210","AT2G42790",1,7.01808079691312,2.47537175806193e-11,2.21074272964054e-09
"211","AT1G29395",1,7.16361157476197,2.50569201849693e-11,2.21878114851391e-09
"212","AT5G65430",4,14.7326283373154,2.50803307643268e-11,2.21878114851391e-09
"213","AT3G18000",1,6.07606282099647,2.60416297470679e-11,2.29300829063971e-09
"214","AT5G35777",1,4.40004676995881,2.67058512772681e-11,2.34050579768768e-09
"215","AT3G23550",1,4.71395057033104,2.70576502932833e-11,2.36030805232804e-09
"216","AT1G75040",1,6.2358442993177,2.85594987058189e-11,2.47978425105386e-09
"217","AT3G29575",3,11.6081964200822,2.92741054242177e-11,2.52433602728417e-09
"218","AT5G03190",2,9.02177041980711,2.94763844294979e-11,2.52433602728417e-09
"219","AT5G51550",1,6.83966394997525,2.93567815019522e-11,2.52433602728417e-09
"220","AT4G34710",2,10.0793870797916,3.02753819256241e-11,2.58097630915945e-09
"221","AT1G21100",1,4.98602440353489,3.24656048610063e-11,2.73045927878104e-09
"222","AT2G42840",1,5.29775374583267,3.23431154313359e-11,2.73045927878104e-09
"223","AT4G33050",6,22.1160553037244,3.22682281455273e-11,2.73045927878104e-09
"224","AT1G66940",4,12.3389330045118,3.33698330280301e-11,2.79397865375315e-09
"225","AT4G23400",2,8.79454059537681,3.3649615999331e-11,2.80488243585535e-09
"226","AT1G17745",1,7.28823144918711,3.5511271385124e-11,2.92584465084425e-09
"227","AT3G28290",1,5.58592817361945,3.57247893918067e-11,2.92584465084425e-09
"228","AT3G28300",1,5.58592817361945,3.57247893918067e-11,2.92584465084425e-09
"229","AT4G01610",1,7.16388545522484,3.55780402691316e-11,2.92584465084425e-09
"230","AT1G67360",2,9.09704328933822,3.62131746828159e-11,2.92607567464464e-09
"231","AT3G14210",3,20.4496326050968,3.59960029014541e-11,2.92607567464464e-09
"232","AT4G14270",3,14.0697516318707,3.61973239822052e-11,2.92607567464464e-09
"233","AT4G16990",13,43.1728249220513,3.63516732707119e-11,2.92607567464464e-09
"234","AT2G22470",1,4.9065133326893,3.66979494231452e-11,2.94132496338072e-09
"235","AT3G49790",1,5.70640091929202,3.73577596706341e-11,2.95956420149958e-09
"236","AT3G53980",2,7.02304889813184,3.73989184620315e-11,2.95956420149958e-09
"237","AT5G47640",1,7.0084476458892,3.71607683457999e-11,2.95956420149958e-09
"238","AT1G75460",2,12.6944835462565,3.84635243713282e-11,3.00576416493442e-09
"239","AT2G33830",1,7.88389697844543,3.84105243421912e-11,3.00576416493442e-09
"240","AT3G23050",4,17.2124629745947,3.81475888791603e-11,3.00576416493442e-09
"241","AT1G45145",1,5.96786172359378,4.04022270330417e-11,3.14416501246762e-09
"242","AT1G66100",1,5.87297340165385,4.11355838450509e-11,3.18800774799145e-09
"243","AT2G46330",2,9.65939516863663,4.39911148018872e-11,3.39528130909216e-09
"244","AT5G12050",1,4.94061217015818,4.58176795038622e-11,3.52176466842187e-09
"245","AT1G52690",1,4.40149528922645,4.72109554729752e-11,3.61404681590061e-09
"246","AT4G34138",1,5.70058168266786,4.95872038021436e-11,3.78052035491546e-09
"247","AT4G01870",1,5.95225415467817,4.98914334294093e-11,3.78831511728167e-09
"248","AT1G74020",1,5.07734751594879,5.01367753442611e-11,3.79159363540975e-09
"249","AT1G76960",1,5.78829755572049,5.15345665662108e-11,3.86612318379713e-09
"250","AT2G10940",2,11.8011875165666,5.14766362567e-11,3.86612318379713e-09
"251","AT1G13930",1,8.07414088797057,5.27625738944298e-11,3.94247838003997e-09
"252","AT4G24350",3,13.8168258868913,5.45534657438064e-11,4.0601200397821e-09
"253","AT3G17100",2,11.0497247495051,5.6018655836944e-11,4.15268731312998e-09
"254","AT1G52400",2,13.4931606103642,5.68272632529261e-11,4.19604457601822e-09
"255","AT1G41880",2,10.5812142796918,5.77169249932657e-11,4.24502324803411e-09
"256","AT1G72610",1,8.76520351546401,5.86222724522449e-11,4.29476843688224e-09
"257","AT5G47370",1,5.80893561822243,5.97614003641224e-11,4.36118701879033e-09
"258","AT5G15960",1,4.42560868042191,6.13799464770176e-11,4.46194145804832e-09
"259","AT1G61740",2,9.51300560047359,6.26550660469922e-11,4.51959909119746e-09
"260","AT4G22240",1,7.64263912916592,6.24360695703107e-11,4.51959909119746e-09
"261","AT3G10720",1,6.52945341079257,6.37363880449337e-11,4.57998451257752e-09
"262","AT3G48520",1,5.17319566478833,6.43416866542419e-11,4.6058333328256e-09
"263","AT5G59220",5,17.0696248143592,6.62736695502808e-11,4.72609381146584e-09
"264","AT5G01100",1,4.66361740852929,6.76857586857365e-11,4.80850910663253e-09
"265","AT2G29650",2,8.39568615116693,6.98246894593552e-11,4.94174358796304e-09
"266","AT1G69252",1,6.19337828366278,7.10333825645879e-11,5.00838755638664e-09
"267","AT1G51090",1,4.96386150542572,7.2671098892738e-11,5.10466838851424e-09
"268","AT3G28220",1,6.79657827090318,7.3360454968691e-11,5.13386318260373e-09
"269","AT1G52000",4,16.6298244394424,7.38619816658204e-11,5.1497452272954e-09
"270","AT1G80440",1,6.98368692605099,7.42980955619626e-11,5.16096586023929e-09
"271","AT2G06050",4,16.5052510509728,7.70970749199364e-11,5.31601338280664e-09
"272","AT5G62280",1,5.03049226564269,7.70703164657152e-11,5.31601338280664e-09
"273","AT5G44070",2,9.38255936261393,7.81807210651247e-11,5.3709868995473e-09
"274","AT4G13840",1,6.60198713382364,7.98969312204052e-11,5.46885746364489e-09
"275","AT4G15210",1,5.65314281982016,8.12950862167588e-11,5.54432487998295e-09
"276","AT1G21400",2,8.42236566992416,8.16851802200551e-11,5.55074476459106e-09
"277","AT3G02020",2,10.0554035657593,8.21335092224587e-11,5.56106124717405e-09
"278","AT1G57990",1,6.5957089064537,8.38700014310444e-11,5.61779241728299e-09
"279","AT1G73600",3,13.6423767241732,8.38371907477285e-11,5.61779241728299e-09
"280","AT3G46780",4,24.8489082246268,8.35705397076934e-11,5.61779241728299e-09
"281","AT4G04020",1,7.02389799082548,8.57647119010043e-11,5.72426039752077e-09
"282","AT5G06870",1,6.76707725517678,8.75346415414751e-11,5.82167447556867e-09
"283","AT2G01850",2,11.5448956934987,9.1993156786021e-11,6.09657828806298e-09
"284","AT1G74950",2,8.84266709943557,9.48183932333282e-11,6.26168649679955e-09
"285","AT1G70940",2,11.1101656829347,9.567809464304e-11,6.29629005273760e-09
"286","AT4G08950",1,6.34250557269999,9.79353284198275e-11,6.42229749830022e-09
"287","AT1G52890",1,5.70703627074325,9.93089569057316e-11,6.48968462288152e-09
"288","AT1G55450",3,12.1015973662127,1.04782436001186e-10,6.82359231667445e-09
"289","AT1G21830",2,6.67992747622897,1.07697444235283e-10,6.98915420980182e-09
"290","AT3G51860",4,12.5293893461484,1.11238666751822e-10,7.1693511853279e-09
"291","AT5G09620",1,6.69891153204898,1.11151792675242e-10,7.1693511853279e-09
"292","AT1G70290",2,12.578759416021,1.13213537915502e-10,7.2716435054974e-09
"293","AT5G07440",4,18.2966042375896,1.1428308380221e-10,7.31528749730531e-09
"294","AT1G79520",3,11.5201647110591,1.15257410614322e-10,7.32763639346306e-09
"295","AT5G26220",2,7.44168666502281,1.1499374329012e-10,7.32763639346306e-09
"296","AT3G27250",1,4.55909087257058,1.19370177767248e-10,7.54760941935117e-09
"297","AT5G64410",1,5.66472994275814,1.19522260599696e-10,7.54760941935117e-09
"298","AT1G22530",2,8.30603624311436,1.20628979301264e-10,7.55001010172343e-09
"299","AT2G37870",1,4.34617036774497,1.2004046224056e-10,7.55001010172343e-09
"300","AT2G42560",1,3.9095927032061,1.20767956839084e-10,7.55001010172343e-09
"301","AT1G62480",1,6.52385759766588,1.24299061022321e-10,7.74494647665656e-09
"302","AT5G43150",1,5.230861109558,1.2500726097162e-10,7.76328205139977e-09
"303","AT5G53970",1,6.00634787196076,1.36716954264773e-10,8.46246362124035e-09
"304","AT2G37180",1,5.69951593428306,1.37421617584807e-10,8.47810012435217e-09
"305","AT3G02480",1,4.40156920625736,1.40503315307144e-10,8.63980222487043e-09
"306","AT3G06070",2,7.86675659261698,1.43080999940553e-10,8.76955605844795e-09
"307","AT3G47080",1,5.81328025378995,1.43810593743235e-10,8.78556249398816e-09
"308","AT5G25460",1,7.52329816723917,1.44799101846245e-10,8.81723102313744e-09
"309","AT1G27020",2,8.07065369413742,1.47313396308974e-10,8.94130339085697e-09
"310","AT5G15948",1,6.29857869453243,1.52937756571943e-10,9.25273427260254e-09
"311","AT5G56010",1,7.32399578587413,1.54463947669587e-10,9.31502038116757e-09
"312","AT1G52030",3,10.4636517269035,1.56236863155616e-10,9.39173836052428e-09
"313","AT1G30820",1,6.33890775906567,1.61131965189386e-10,9.65504794609244e-09
"314","AT3G26290",1,5.32877551220699,1.62697500885461e-10,9.70606250316509e-09
"315","AT5G48180",1,7.77440378631701,1.63018378485577e-10,9.70606250316509e-09
"316","AT1G72150",1,8.80301940818151,1.6520245085115e-10,9.80497457504215e-09
"317","AT3G11420",1,5.63529467900479,1.66250277596923e-10,9.83603771713023e-09
"318","AT3G19680",1,5.59465890340297,1.69999369879005e-10,1.00262206983671e-08
"319","AT1G15010",1,4.64409109885387,1.72180772441039e-10,1.00914074597865e-08
"320","AT2G45170",2,9.81588520937088,1.72042738701654e-10,1.00914074597865e-08
"321","AT1G72520",1,6.21383097564736,1.74818009717421e-10,1.02140553652655e-08
"322","AT4G30270",1,7.01831862968917,1.76710282501703e-10,1.02925507711784e-08
"323","AT1G79270",6,20.6447606562523,1.82478417888112e-10,1.05956121594165e-08
"324","AT2G43020",1,6.50656670226875,1.8534375695183e-10,1.07287721038012e-08
"325","AT3G10985",1,7.11867503611135,1.90917710638697e-10,1.1017420501627e-08
"326","AT2G45180",1,7.84714257913534,1.95035652849639e-10,1.1220532727592e-08
"327","AT1G78850",1,7.83743429392369,1.96897840618008e-10,1.129302446725e-08
"328","AT1G30360",2,10.8249628772227,1.98379338159821e-10,1.13433063633763e-08
"329","AT1G14740",1,6.78904327694095,2.00894975078652e-10,1.14522348255323e-08
"330","AT5G52900",2,6.92764034886239,2.01915245740186e-10,1.14755164662339e-08
"331","AT5G06760",1,4.42282050990835,2.03230571393411e-10,1.15153757295572e-08
"332","AT4G17550",1,5.48961572124145,2.06311128860213e-10,1.16547145234135e-08
